Title	Description	Link	pubDate	Image
Trump trade comments	We compare and contrast Donald Trump’s changing position on trade deals, even those he’s previously signed and endorsed.	https://www.aljazeera.com/program/compare-contrast/2025/3/13/trump-trade-comments?traffic_source=rss	2025-03-13T02:44:14-07:00	
Israel aid claims	We compare and contrast Israel’s claim that food has been entering Gaza with a report suggesting 83% of aid was blocked	https://www.aljazeera.com/program/compare-contrast/2025/3/13/israel-aid-claims?traffic_source=rss	2025-03-13T02:32:39-07:00	
Duterte supporters call for his release from ICC	Former Philippine President Rodrigo Duterte’s supporters have held a rally to call for his release.	https://www.aljazeera.com/program/newsfeed/2025/3/13/duterte-supporters-call-for-his-release-from-icc?traffic_source=rss	2025-03-13T02:28:16-07:00	
Taiwan says tougher measures needed to counter Chinese infiltration	Taiwanese President Lai Ching-te claims China is deepening its 'influence campaign' on the island.	https://www.aljazeera.com/news/2025/3/13/taiwan-says-tougher-measures-needed-to-counter-chinese-infiltration?traffic_source=rss	2025-03-13T01:41:51-07:00	
Trump’s USAID freeze must serve as a wake-up call for Africa	Africa's leaders must stop blaming Trump, address corruption, and end the continent's reliance on US aid.	https://www.aljazeera.com/opinions/2025/3/13/trumps-usaid-freeze-must-serve-as-a-wake-up-call-for-africa?traffic_source=rss	2025-03-13T01:37:52-07:00	
Former Philippines leader Duterte’s ICC case explained	Former Philippines President Rodrigo Duterte has arrived at The Hague for his ICC trial.	https://www.aljazeera.com/program/newsfeed/2025/3/13/former-philippines-leader-dutertes-icc-case-explained-2?traffic_source=rss	2025-03-13T01:30:15-07:00	
Australia reviews visa of US influencer filmed picking up wombat	Home affairs minister says he can't wait to 'see the back of' content creator who posted video with marsupial.	https://www.aljazeera.com/news/2025/3/13/australia-reviews-visa-of-us-influencer-filmed-picking-up-wombat?traffic_source=rss	2025-03-13T01:01:20-07:00	
Families of Duterte’s drug war victims grieve, seek justice in Philippines	Families of victims of the deadly police campaign have called on the ICC to go after other officials alongside Duterte.	https://www.aljazeera.com/news/2025/3/13/families-of-dutertes-drug-war-victims-grieve-seek-justice-in-philippines?traffic_source=rss	2025-03-13T00:47:02-07:00	
Russian forces recapture Kursk, raising questions about US-Ukraine cutoff	Moscow's military liberated in a week much of the territory Ukraine had held for seven months.	https://www.aljazeera.com/news/2025/3/13/russian-forces-recapture-kursk-raising-questions-about-us-ukraine-cutoff?traffic_source=rss	2025-03-13T00:28:38-07:00	
Thunder beat Celtics to clinch NBA playoff spot	Oklahoma City Thunder defeat the Boston Celtics on the road to cement their status as NBA championship favourites.	https://www.aljazeera.com/sports/2025/3/13/thunder-beat-celtics-to-clinch-nba-playoff-spot?traffic_source=rss	2025-03-13T00:23:53-07:00	
Canada announces plan to ease Syria sanctions, appoints ambassador	Ottawa to begin easing unwinding sanctions, as it names its ambassador to Lebanon to serve in a parallel role in Syria.	https://www.aljazeera.com/news/2025/3/13/canada-announces-plan-to-ease-syria-sanctions-appoints-ambassador?traffic_source=rss	2025-03-13T00:01:42-07:00	
Injuries, arrests in Argentina as football fans, retirees clash with police	Riot police used tear gas, rubber bullets and water cannon to disperse people protesting pension cuts in Buenos Aires.	https://www.aljazeera.com/news/2025/3/13/injuries-arrests-in-argentina-as-football-fans-retirees-clash-with-police?traffic_source=rss	2025-03-12T23:40:47-07:00	
Duterte takes responsibility for Philippines drug war in video message	Former Philippine President Rodrigo Duterte says 'I am responsible' after arrest by International Criminal Court.	https://www.aljazeera.com/news/2025/3/13/duterte-takes-responsibility-for-philippines-drug-war-in-video-message?traffic_source=rss	2025-03-12T23:37:37-07:00	
Australian F1 GP: Lewis Hamilton itching to make Ferrari debut	Lewis Hamilton is primed to make his first F1 race appearance for the famous Italian car manufacturer at Albert Park.	https://www.aljazeera.com/sports/2025/3/13/australian-f1-gp-lewis-hamilton-itching-to-make-ferrari-debut?traffic_source=rss	2025-03-12T23:04:46-07:00	
SpaceX delays flight to retrieve NASA astronauts stuck on space station	NASA says it will reattempt launch to bring home astronauts Butch Wilmore and Suni Williams on Friday.	https://www.aljazeera.com/news/2025/3/13/spacex-delays-flight-to-retrieve-nasa-astronauts-stuck-on-space-station?traffic_source=rss	2025-03-12T22:50:25-07:00	
