Title	Description	Link	pubDate	Image
Iraq, Turkey talk on energy cooperation, oil exports, and trade ties	Talks in Baghdad focus on energy ties, oil exports, and water concerns.	https://www.jpost.com/middle-east/article-846471	2025-03-17T16:10:54-07:00	
Trump: Putin agred to 'many elements' of a final agreement for war in Ukraine		https://www.jpost.com/breaking-news/article-846470	2025-03-17T15:51:15-07:00	
US strikes Houthis in Yemen's capital - report		https://www.jpost.com/breaking-news/article-846469	2025-03-17T14:39:01-07:00	
Around 80,000 pages of JFK files will be released on Tuesday, Trump says		https://www.jpost.com/breaking-news/article-846465	2025-03-17T13:41:30-07:00	
US considering recognizing Crimea as Russian territory as bid to end war - report		https://www.jpost.com/breaking-news/article-846464	2025-03-17T13:13:09-07:00	
IDF strikes military sites in southern Syria containing weapons from Assad regime		https://www.jpost.com/breaking-news/article-846459	2025-03-17T12:11:29-07:00	
PMO to move up government meeting on Shin Bet head's dismissal		https://www.jpost.com/breaking-news/article-846456	2025-03-17T11:29:10-07:00	
IDF destroys Hezbollah weapon storage posing active threat to Israel		https://www.jpost.com/breaking-news/article-846453	2025-03-17T11:18:40-07:00	
Doctor deported to Lebanon had photos 'sympathetic' to Hezbollah on phone, US says	Rasha Alawieh was removed after arriving at Boston airport on Thursday, with the Department of Justice noting that Hezbollah-related photos were on their device.	https://www.jpost.com/international/article-846450	2025-03-17T11:00:05-07:00	
Netanyahu responds to A-G: ‘Dangerous betrayal’ of government’s authority		https://www.jpost.com/breaking-news/article-846449	2025-03-17T10:59:59-07:00	
US to hold Iran responsible for further Houthi attacks, Trump says		https://www.jpost.com/breaking-news/article-846440	2025-03-17T09:12:26-07:00	
Syrian troops exchange fire with Lebanese army, armed groups in northeast Lebanon	Lebanese President Joseph Aoun said he ordered the army to respond to sources of fire from northern and eastern borders with Syria.	https://www.jpost.com/breaking-news/article-846435	2025-03-17T08:02:58-07:00	
Russia’s drone dominance: How Kursk shaped the battlefield		https://www.jpost.com/international/article-846430	2025-03-17T07:07:13-07:00	
Syria’s new government confronts Hezbollah		https://www.jpost.com/middle-east/article-846416	2025-03-17T05:36:42-07:00	
A complex, asymmetric war: US continues airstrikes on Houthis	The US has tremendous naval assets in the region, while the Houthis have ballistic missiles and drones.	https://www.jpost.com/middle-east/article-846413	2025-03-17T05:11:39-07:00	
Iran opposition leader Mehdi Karroubi to be freed from house arrest		https://www.jpost.com/middle-east/iran-news/article-846406	2025-03-17T04:23:45-07:00	
One killed in strike on vehicle in southern Lebanon		https://www.jpost.com/breaking-news/article-846401	2025-03-17T03:59:35-07:00	
