Title	Description	Link	pubDate	Image
Statue of Russia's Wagner founder Prigozhin unveiled in Central Africa	The new monument 'is part of the bilateral relationship' between CAR and Russia, officials say.	https://www.bbc.com/news/articles/cvgrwzjn7vlo	2024-12-04T04:37:42-08:00	
Fear, fury and triumph: Six hours that shook South Korea	A recap of a dramatic night that saw South Koreans rush to overturn the president's shock martial law order.	https://www.bbc.com/news/articles/c98lygwd837o	2024-12-04T03:09:49-08:00	
135 killed in football stadium crush, Guinea rights groups say	Estimate based on information from hospital, cemeteries, families, witnesses and other sources.	https://www.bbc.com/news/articles/cj49d0wzp2wo	2024-12-04T02:45:59-08:00	
Top Chinese language novelist dies in apparent suicide	Chiung Yao's work has been adapted to movies and TV and launched the careers of big name stars.	https://www.bbc.com/news/articles/cq624qj2ln9o	2024-12-04T02:29:43-08:00	
How two hours of martial law unfolded in South Korea	MPs begin impeachment proceedings against President Yoon Suk Yeol after thwarting his bid to impose martial law.	https://www.bbc.com/news/videos/ckg9nepp3pyo	2024-12-04T02:21:00-08:00	
Filipino vessel 'sideswiped' by China Coast Guard	The incident happened near the disputed Scarborough Shoal and Beijing said it acted 'in accordance with the law'.	https://www.bbc.com/news/articles/c4gp46dm49yo	2024-12-04T01:49:29-08:00	
BBC Verify tracks week of rebel advances in Syria	It’s been one week since rebel forces launched their largest offensive against the Syrian government in years. BBC Verify has been tracking their advances.	https://www.bbc.com/news/videos/clyv31n33d9o	2024-12-03T23:57:03-08:00	
Diddy accused of dangling woman from high balcony in new case	The rapper has denied the allegations - the latest in more than two dozen lawsuits filed against him.	https://www.bbc.com/news/articles/ceqln2nnp72o	2024-12-03T23:41:38-08:00	
Georgians risk serious injury and jail in fresh pro-EU protests	More than 300 people have been arrested and police are accused of using unnecessary force on the streets.	https://www.bbc.com/news/articles/c33dv70kjkeo	2024-12-03T21:49:08-08:00	
Deeply disturbed': South Koreans react to President Yoon's martial law order	People in Seoul express anxiety and confusion following the president's now-rescinded martial law order.	https://www.bbc.com/news/videos/c0q0z5qvwywo	2024-12-03T21:00:25-08:00	
Telegram U-turns and joins child safety scheme	It is the latest in a series of changes announced by the platform since its founder Pavel Durov was arrested.	https://www.bbc.com/news/articles/c5yd35l0r91o	2024-12-03T20:56:55-08:00	
The awkward parallels between the Biden and Trump convictions	Joe Biden's criticism of a politicised justice system echoes sentiments regularly used by Donald Trump.	https://www.bbc.com/news/articles/cvgrw92zr9ko	2024-12-03T17:29:14-08:00	
‘The glasses are a prop’: Anna Wintour on her style and being told 'no'	The fashion guru spoke to the BBC ahead of a new Vogue show looking back on the industry's history.	https://www.bbc.com/news/articles/cvg7dx9ve9jo	2024-12-03T17:12:07-08:00	
Nobel Peace Prize winner says UN failing to bring IS to justice	Ten years after IS' genocide, Nadia Murad, one of BBC’s 100 women, says the UN has failed Yazidis.	https://www.bbc.com/news/articles/cql5vywwn6xo	2024-12-03T16:45:31-08:00	
What's on the minds of Ghanaian voters in seven charts	Ghanaians are about to elect a new president amid concerns about inflation, unemployment and debt.	https://www.bbc.com/news/articles/cx2nyg2wydwo	2024-12-03T16:13:09-08:00	
Asteroid lights up sky over Russia's far east	The European Space Agency said the asteroid measured 70cm and was spotted about 12 hours in advance.	https://www.bbc.com/news/videos/cpq9zv554ypo	2024-12-03T14:45:29-08:00	
Pickling a cucumber changed my life' says TikTok award winner	A film parody actor, a pool cleaner and pickle chef are among those honoured at UK's first TikTok awards.	https://www.bbc.com/news/articles/c0lg82zlyp9o	2024-12-03T14:37:51-08:00	
Why these Israeli men volunteered to fight - but now refuse to return to Gaza	Why men who reported for duty after October 7 are now refusing to fight	https://www.bbc.com/news/articles/c5yx56ep165o	2024-12-03T14:16:23-08:00	
Survival 'possible' in no confidence vote, says French PM	Barnier says he is not 'at fault' ahead of a vote which he is widely predicted to lose.	https://www.bbc.com/news/articles/c30nl7d9z0vo	2024-12-03T14:16:00-08:00	
Self-check-in banned for Italian holiday rentals	Italian authorities said hosts must check the identities of guests in person	https://www.bbc.com/news/articles/c5ydwgkq1kro	2024-12-03T12:32:12-08:00	
I worry every second': Mother of only British hostage in Gaza fears for her life	Mandy Damari tells the BBC she is increasingly concerned for her daughter Emily, who has been held for more than 400 days.	https://www.bbc.com/news/articles/cq5le4w5454o	2024-12-03T11:22:08-08:00	
BBC reporter sees disbelief among Seoul protesters	The BBC's Jake Kwon said people protesting against President Yoon's martial law announcement 'cannot seem to believe' it.	https://www.bbc.com/news/videos/c30nlqvn030o	2024-12-03T09:20:51-08:00	
Namibia on course to elect first female president	Netumbo Nandi-Ndaitwah is well in front with nearly all votes tallied but her rival disputes the poll.	https://www.bbc.com/news/articles/c5yx0r14jrmo	2024-12-03T08:52:56-08:00	
Israeli and Hezbollah strikes test limits of ceasefire	Strikes and counter-strikes put the ceasefire at risk, just days after it was reached.	https://www.bbc.com/news/articles/c98ly11k9rwo	2024-12-03T08:50:48-08:00	
Why has South Korea's president suddenly declared martial law?	The move - invoking temporary military rule - has been roundly condemned by opponents and some within his own party.	https://www.bbc.com/news/articles/c0lgw1pw5zpo	2024-12-03T07:52:52-08:00	
Afghan women 'banned from midwife courses' in latest blow to rights	Women at training colleges across the country were told they are not allowed to return to class.	https://www.bbc.com/news/articles/cwy3l1035nlo	2024-12-03T07:21:25-08:00	
Police officer uses child's bike to chase suspect on scooter	The suspect, wanted for felony theft, was later apprehended and charged.	https://www.bbc.com/news/videos/cdxz9qe064do	2024-12-03T07:07:18-08:00	
Bank boss takes pay cut after employee 'tried to kill clients'	The bank apologised after the former worker was charged with robbery of clients, attempted murder and arson.	https://www.bbc.com/news/articles/clyv3vgw2lxo	2024-12-03T06:26:24-08:00	
Cambodia jails 13 pregnant Filipino surrogates	The women were found when police raided a villa near the capital Phnom Penh in September.	https://www.bbc.com/news/articles/c8rjdj336xpo	2024-12-03T06:06:47-08:00	
Trump appears to threaten Hamas with 'all hell to pay' over hostages	The US president-elect vows a response if captives in Gaza are not released by the time he returns to the White House.	https://www.bbc.com/news/articles/c62757dd55no	2024-12-03T05:09:51-08:00	
Woman admits drink-driving crash that killed bride	Samantha Miller was fatally hit while travelling in a golf cart and still wearing her wedding dress.	https://www.bbc.com/news/articles/c3wepqnypg5o	2024-12-03T03:11:08-08:00	
Elgin Marbles deal 'close', ex-Greek official says	The row could be raised by the Greek prime minister when he meets Sir Keir Starmer on Tuesday.	https://www.bbc.com/news/articles/cy8y97x8xm0o	2024-12-03T02:46:25-08:00	
Watch: How Jaguar's shifted gears with its concept car	The company has been at the centre of a media storm as a result of its radical revamp.	https://www.bbc.com/news/videos/c2kxd0z537go	2024-12-03T02:29:17-08:00	
Investigation under way after Finland-Sweden cables damaged	Sweden said it suspects an act of sabotage after a broken fibre-optic cable caused an outage in Finland.	https://www.bbc.com/news/articles/cy8900p333zo	2024-12-03T01:53:59-08:00	
My father never dreamed he would see me again': Inside opposition-held Aleppo	Residents describe increased supplies of electricity, but also fears that war will return to Aleppo.	https://www.bbc.com/news/articles/cvgreznl929o	2024-12-03T01:35:09-08:00	
Replica Harry Potter swords broke Japan weapons law	The Japanese police say the tip of the blade is sharp enough for it to be classified as an actual sword.	https://www.bbc.com/news/articles/c708308d2rno	2024-12-03T00:16:01-08:00	
Gazans displaced by war now face a new threat: winter	Palestinians displaced by the war are living on Gaza's coast, exposing them to harsh winter storms.	https://www.bbc.com/news/articles/cpqdr0591qro	2024-12-02T22:01:55-08:00	
